name,category,address,website,plus_code,comment_avg,comment_count 
P.W. LIPIŃSKI,Heizungs- und Klimatechnikbetrieb,"Witolda Zglenickiego 42, 09-400 Płock, Polen",,"HJQX+G6 Płock, Polen",,
"Ventex s.c. Szewczyk M., Ryfka A. Wentylacja, klimatyzacja.",Klimaanlagenanbieter,"Konstytucji 3 Maja 2, 05-300 Mińsk Mazowiecki, Polen",,"5HJ5+7P Mińsk Mazowiecki, Polen","5,0",1
"Skwieciński J. Centrum serwisowe. Wentylacja, klimatyzacja",Klimaanlagenanbieter,"Mazowiecka 153, 05-303 Stara Niedziałka, Polen",,"5HRQ+MH Stara Niedziałka, Polen",,
SZTOR,Heizungs- und Klimatechnikbetrieb,"Lipowa 5, 05-300 Mińsk Mazowiecki, Polen",sztor.pl,"5HC8+VP Mińsk Mazowiecki, Polen","5,0",43
Usługi Wentylacyjne Mateusz Klimek,Heizungs- und Klimatechnikbetrieb,"Zielona 19, 05-300 Stara Niedziałka, Polen",,"6J34+FW Stara Niedziałka, Polen",,
ELZET KLIMA SP ZOO,Klimaanlagenanbieter,"Arynów 46, 05-300 Arynów, Polen",elzetklima.pl,"6G2H+JP Arynów, Polen","5,0",1
WENTYLUJE.PL,Klimaanlagenanbieter,"Aureliusza Chróścielewskiego 1A, 05-300 Mińsk Mazowiecki, Polen",,"5G9M+46 Mińsk Mazowiecki, Polen",,
RUBRYT,Heizungs- und Klimatechnikbetrieb,"Wspólna 47, 05-303 Królewiec, Polen",,"6H33+MM Królewiec, Polen","5,0",1
Eko-Term. Grymuza D.,Heizungs- und Klimatechnikbetrieb,"Nowy Modlin 5A, 05-180 Nowy Modlin, Polen",business.site,"FP54+8H Nowy Modlin, Polen","5,0",2
Carolina. Żybowski A.,Klimaanlagenanbieter,"Obrońców Modlina 367, 05-160 Nowy Dwór Mazowiecki, Polen",carolina.net.pl,"CMP7+FR Nowy Dwór Mazowiecki, Polen",,
HOTSHOT Paweł Szklarczyk,Klimaanlagenanbieter,"Uroczysko 27, 05-170 Zakroczym, Polen",,"CHMJ+RH Zakroczym, Polen",,
"Ats Chłodnictwo Samsel Regina (klimatyzacja, pompy ciepła, komory chłodnicze)",Klimaanlagenanbieter,"Graniczna 14, 13-200 Działdowo, Polen",,"65G7+34 Działdowo, Polen","5,0",1
Bukowski Instalator,Heizungs- und Klimatechnikbetrieb,"Dębsk 6A, 06-516 Dębsk, Polen",,"4F6Q+H8 Dębsk, Polen",,
klimapodlasie.pl,Klimaanlagenanbieter,"Aleja Wojska Polskiego 48A, 18-300 Zambrów, Polen",,"X6CV+CM Zambrów, Polen","5,0",4
Adenflex,Klimaanlagenanbieter,"Zawoda 29, 05-310 Kałuszyn, Polen",adenflex.pl,"6R63+45 Kałuszyn, Polen","5,0",1
İskenderun Hatay MİTSUBİSHİ ELECTRIC Klima yetkili bayi Steel iklimlendirme,Mitsubishi-Händler,"Klima Sistemleri Mitsubishi Çay Mh. mete arslan blv. STEEL TOWERS APT.B BLOK 1/6, 31200 İskenderun/Hatay",,"H5PG+43 İskenderun, Hatay","4,8",69
Klimall,Klimaanlagenanbieter,"Aleja Wojska Polskiego 8, 18-300 Zambrów, Polen",klimall.pl,"X6HV+9W Zambrów, Polen","5,0",19
Climrem,Klimaanlagenanbieter,"Puławska 24, 05-500 Piaseczno, Polen",climrem.com.pl,"32GG+QH Piaseczno, Polen",,
JOTES Sp. z o.o. sp.k.,Heizungs- und Klimatechnikbetrieb,"Nad Strumykiem 18/4, 05-500 Józefosław, Polen",,"4322+3J Józefosław, Polen",,
Tarpol,Klimaanlagenanbieter,"Słoneczna 66, 05-500 Stara Iwiczna, Polen",wwww.tarpol.pl,"3XJW+XG Stara Iwiczna, Polen","1,0",1
Klimafreo. Pikuła S.,Klimaanlagenanbieter,"Kardynała Stefana Wyszyńskiego 7B, 05-530 Góra Kalwaria, Polen",klimafreo.pl,"X6Q6+WM Góra Kalwaria, Polen",,
JM Strefa Ciepła Jarosław Mazur,Heizungs- und Klimatechnikbetrieb,"Chmielna 9, 05-462 Żanęcin, Polen",,"584G+HM Żanęcin, Polen",,
EcoStrus - Pompy ciepła Mazowieckie Warszawa,Heizungs- und Klimatechnikbetrieb,"ul. 1-go Maja 21, 05-555 Tarczyn, Polen",ecostrus.pl,"XRJM+WQ Tarczyn, Polen",,
Techman Krzysztof Parapura,Klimaanlagenanbieter,"Nadwiślańczyków 1, 05-462 Emów, Polen",,"47XM+PH Emów, Polen","4,5",4
AKTIMAR,Heizungs- und Klimatechnikbetrieb,"14A, 05-650, Polen",aktimar.com.pl,"W39X+C3 Sułkowice, Polen",,
REMEKS Usługi Chłodnicze Jarosław Bania,Klimaanlagenanbieter,"Patriotów 24, 04-933 Warszawa, Polen",,"5658+96 Warschau, Polen",,
MB Projekt. Miszta B.,Heizungs- und Klimatechnikbetrieb,"Księdza Władysława Walczewskiego 8, 05-410 Józefów, Polen",,"45XW+87 Józefów, Polen","4,5",2
Fair Air Montaż klimatyzacji / Ozonowanie pomieszczeń,Klimaanlagenanbieter,"Nad Lasem 9, 05-831 Krakowiany, Polen",fairair.waw.pl,"2Q8F+PW Krakowiany, Polen","5,0",1
HVAC KOMFORT,Heizungs- und Klimatechnikbetrieb,"Płaska 18, 26-604 Radom, Polen",,"95JM+FH Radom, Polen",,
"PROINSTALACJE.COM - Pompy ciepła, Klimatyzacje, Rekuperacje",Heizungs- und Klimatechnikbetrieb,"Pionierów 1, 26-600 Radom, Polen",proinstalacje.com,"C48Q+7W Radom, Polen",,
Stb Sp. z o.o.,Heizungs- und Klimatechnikbetrieb,"Wielkopolska 7, 26-616 Radom, Polen",,"935R+JV Radom, Polen",,
Giersnet,Heizungs- und Klimatechnikbetrieb,"ppłk. Łukasza Cieplińskiego Pługa 6/lok. 84/85, 07-410 Ostrołęka, Polen",giersnet.pl,"3H9V+6V Ostrołęka, Polen","4,3",6
Triwent. Kempa A.,Heizungs- und Klimatechnikbetrieb,"Spółdzielcza 10/27, 26-600 Radom, Polen",,"C45G+89 Radom, Polen","4,0",1
"Klimatika. Rekuperatory, rekuperacja, gruntowne wymienniki ciepła",Heizungs- und Klimatechnikbetrieb,"Cicha 8/10, 26-610 Radom, Polen",,"94VW+9M Radom, Polen","5,0",1
"MATTERMO. Montaż, serwis klimatyzacji Warszawa.",Klimaanlagenanbieter,"Edwarda Habicha 22, 02-495 Warszawa, Polen",mattermo.pl,"6V4J+93 Warschau, Polen","5,0",22
AG-Instal - klimatyzacja,Klimaanlagenanbieter,"Bolesława Prusa 72, 05-800 Pruszków, Polen",ag-instal.pl,"5R53+V9 Pruszków, Polen","5,0",10
Dawid Bobrowski,Klimaanlagenanbieter,"Sowińskiego 18A/1, 05-850 Ożarów Mazowiecki, Polen",dawidbobrowski.pl,"6QCH+JR Ożarów Mazowiecki, Polen","5,0",69
Cold-Tech,Klimaanlagenanbieter,"Ogrodowa 57, 26-400 Janików, Polen",coldtech.com.pl,"9MR7+JV Janików, Polen","5,0",25
Twoja pompa ciepła.,Heizungs- und Klimatechnikbetrieb,"11 Listopada 6, 26-402 Nowe Miasto nad Pilicą, Polen",,"JH9G+MP Nowe Miasto nad Pilicą, Polen","5,0",1
Zmontowani,Heizungs- und Klimatechnikbetrieb,"Rzeczków-Kolonia 13, 26-680, Polen",,"7239+CG Rzeczków-Kolonia, Polen","4,6",5
Instal-Expert mgr inż. Szymon Kaczmarczyk,Heizungs- und Klimatechnikbetrieb,"Stolarska 5/7A, 97-200 Tomaszów Mazowiecki, Polen",facebook.com,"G2G4+PQ Tomaszów Mazowiecki, Polen","5,0",7
VTS Polska Sp. z o.o.,Heizungs- und Klimatechnikbetrieb,"Przemysłowa 7, 09-400 Płock, Polen",,"HM5W+23 Płock, Polen","5,0",1
Klimatyzowani.com Klimatyzacja Pompy Ciepła,Heizungs- und Klimatechnikbetrieb,"Piękna 4, 09-400 Maszewo Duże, Polen",,"HJCV+WX Maszewo Duże, Polen","5,0",2
P. Domagała MAGIK Chłodnictwo Wentylacja Klimatyzacja,Klimaanlagenanbieter,"Starowiejska 232, 08-110 Siedlce, Polen",magik.koscian.pl,"5866+MQ Siedlce, Polen",,
KlimoStrefa Przemysław Porębski,Klimaanlagenanbieter,"Czesława Dylewicza 20, 08-110 Siedlce, Polen",klimostrefa.eu,"56CQ+J9 Siedlce, Polen","5,0",15
Elektromechanika Chłodnicza-Andrzej Baj,Klimaanlagenanbieter,"Jacka Woszczerowicza 3/45, 08-110 Siedlce, Polen",,"577J+XX Siedlce, Polen",,
elektromix.org Emil Wróblewski,Klimaanlagenanbieter,"Wesoła 71A, 08-300 Sokołów Podlaski, Polen",,"C6PF+WR Sokołów Podlaski, Polen","4,0",2
Klimpol Salon Sprzedaży,Klimaanlagenanbieter,"Wolności 35/3, 08-300 Sokołów Podlaski, Polen",klim-pol.pl,"C64Q+QJ Sokołów Podlaski, Polen",,
FrigoCar,Heizungs- und Klimatechnikbetrieb,"Przywózki 45, 08-300 Sokołów Podlaski, Polen",frigocar.sokp.pl,"96H3+6V Sokołów Podlaski, Polen",,
Systemy wentylacji mechanicznej Michał Rawa,Klimaanlagenanbieter,"Nurska, 07-320 Zawisty Dzikie, Polen",,"M2RQ+X3 Zawisty Dzikie, Polen","5,0",1
Hydraulik Olga Andrzej Lipka,Sanitärinstallateur,"Węgrowska 58, 08-300 Sokołów Podlaski, Polen",twojhydraulik.pl,"C655+4R Sokołów Podlaski, Polen","5,0",1
WOJTECH Instalacje - klimatyzacja,Klimaanlagenanbieter,"Czerwonka-Wieś 15a, 96-500 Sochaczew, Polen",,"675V+FH Sochaczew, Polen","5,0",1
Techno-Klimat. Kompleksowe usługi i urządzenia z zakresu klimatyzacji. Szymczak M.,Klimaanlagenanbieter,"Kościelna 31, 08-130 Kotuń, Polen",,"53J9+4J Kotuń, Polen","4,0",1
Refserwis,Heizungs- und Klimatechnikbetrieb,"Stepowa 29/1, 26-617 Radom, Polen",,"F5CM+WM Radom, Polen","4,6",20
MTS Klimatyzacja Warszawa,Klimaanlagenanbieter,"Jana Kazimierza, 01-248 Warszawa, Polen",mts-klimatyzacja.pl,"6WFW+CH Warschau, Polen","5,0",17
Kamil Marek Płudowski KMP-PROJEKT,Klimaanlagenanbieter,"Lawendowa 6, 08-110 Stok Lacki-Folwark, Polen",kmp-projekt.pl,"5933+M9 Stok Lacki-Folwark, Polen","5,0",2
Eko-Pasja,Heizungs- und Klimatechnikbetrieb,"Henryka Wieniawskiego 27, 26-616 Radom, Polen",,"938C+7F Radom, Polen","3,0",5
DELT Sp. z o.o.,Klimaanlagenanbieter,"Wileńska 51/budynek A, 05-200 Wołomin, Polen",delt.pl,"86XW+55 Wołomin, Polen",,
Climaticsun,Klimaanlagenanbieter,"Szkolna 2, 05-200 Duczki, Polen",,"978M+4M Duczki, Polen","5,0",2
"Cawik - klimatyzacja, wentylacja, rekuperacja Jarosław Markowski",Klimaanlagenanbieter,"Skargi 4, 18-200 Wysokie Mazowieckie, Polen",cawik.pl,"WG7C+7V Wysokie Mazowieckie, Polen","5,0",2
Fachowiec Ursus,Klimaanlagenanbieter,"Warszawska 39, 02-495 Warszawa, Polen",,"5VW8+54 Warschau, Polen","5,0",26
Olina sp.z.o.o,Klimaanlagenanbieter,"Białostocka 35, 07-200 Wyszków, Polen",,"HFX6+3V Wyszków, Polen","4,0",1
KILKLIM,Klimaanlagenanbieter,"921,, Chłodna 11, Warszawa, Polen",kilklim.pl,"6XPR+WR Warschau, Polen","5,0",10
KlimaKobyłka,Klimaanlagenanbieter,"księdza generała Stanisława Brzóski 3A/2, 05-230 Kobyłka, Polen",klimakobylka.pl,"86R4+G7 Kobyłka, Polen","5,0",2
House of Warm | Klimatyzacja ❄️ Pompy Ciepła 🔥,Klimaanlagenanbieter,"Generała Władysława Sikorskiego 120, 05-080 Klaudyn, Polen",houseofwarm.pl,"7VH8+G9 Klaudyn, Polen","5,0",8
Polklim. Trojanowski A.,Klimaanlagenanbieter,"Sportowa 18, 05-319 Cegłów, Polen",,"5P4P+6C Cegłów, Polen","5,0",1
COOL-INSTALL Klimatyzacja/chłodnictwo/pompy ciepła/wentylacja,Klimaanlagenanbieter,"Warszawska 36B, 05-084 Leszno, Polen",cool-install.pl,"7J54+M4 Leszno, Polen","5,0",3
Ann-kari Sp. z o.o.,Reparaturservice für Klimaanlagen,"Lipińska 172d, 05-200 Wołomin, Polen",ann-kari.pl,"87W6+7M Wołomin, Polen","5,0",3
KLIMA.MT,Klimaanlagenanbieter,"Mordechaja Anielewicza 33, 01-057 Warszawa, Polen",klimamt.pl,"6XWM+4C Warschau, Polen","4,4",7
KO WENT Małgorzata Ambik Rowicka,Heizungs- und Klimatechnikbetrieb,"11 Listopada 38, 07-200 Wyszków, Polen",,"HCWX+9Q Wyszków, Polen",,
JMD KLIMA FH-U Jarosław Zglinicki,Klimaanlagenanbieter,"Czarnia Mała 18, 87-510 Czarnia Mała, Polen",jmd-klima.com.pl,"XM87+RF Czarnia Mała, Polen",,
"COOL-INSTALL Klimatyzacja,chłodnictwo",Klimaanlagenanbieter,"Karola Darwina 15A, 03-488 Warszawa, Polen",cool-install.pl,"728H+57 Warschau, Polen","5,0",13
Refleks Chłodnictwo - klimatyzacja,Klimaanlagenanbieter,"Folwark-Raciąż 48C, 09-140 Folwark-Raciąż, Polen",refleks-chlodnictwo.pl,"Q4GV+32 Folwark-Raciąż, Polen",,
Kompleks Dom. Rogulski P.,Klimaanlagenanbieter,"Armii Krajowej 17, 05-220 Zielonka, Polen",,"75V5+RF Zielonka, Polen","5,0",1
"Samszron. Chłodnictwo, Klimatyzacja, Pompy Ciepła",Klimaanlagenanbieter,"Graniczna 14, 13-200 Działdowo, Polen",,"65G7+34 Działdowo, Polen","4,3",3
DFS-SEBASTIAN STANISZEWSKI,Klimaanlagenanbieter,"14, 07-202 Leszczydół Stary, Polen",,"JCG7+QX Leszczydół Stary, Polen",,
MK Instalacje Grzewcze Pompy Ciepła Żyrardów,Heizungs- und Klimatechnikbetrieb,"Michałów 20C, 96-330 Michałów, Polen",mk-instalacje.pl,"X8F6+63 Michałów, Polen","5,0",14
KG-VENT,Heizungs- und Klimatechnikbetrieb,"Mszczonowska 22, 96-320 Sosnowica, Polen",,"XG6J+5W Sosnowica, Polen","5,0",1
Klimatyzacja Mrągowo,Klimaanlagenanbieter,"31, Plac Mickiewicza, 13-200 Działdowo, Polen",klimatyzacja.mragowo.pl,"65MH+9C Działdowo, Polen",,
Techsanbud Sp. Z O.o.,Klimaanlagenanbieter,"Majówki 1, 05-255 Stare Załubice, Polen",,"F5P6+76 Stare Załubice, Polen",,
Powertech,Klimaanlagenanbieter,"Witosa 59b, 07-230 Słopsk, Polen",,"G984+W4 Słopsk, Polen",,
Fresh Air Michał Dąbkowski,Heizungs- und Klimatechnikbetrieb,"Jesionowa 42, 07-205 Rząśnik, Polen",,"P975+2W Rząśnik, Polen","5,0",35
Klimatyzacja Synchronis,Klimaanlagenanbieter,"Grenadierów 25, 32-590 Gromiec, Polen",facebook.com,"375P+RM Gromiec, Polen",,
Instal-Pro Jarosław Wolski,Klimaanlagenanbieter,"Orzechowa 11D, 07-203 Popowo-Parcele, Polen",instalpro.waw.pl,"G5MF+9Q Popowo-Parcele, Polen","4,2",6
KLIMACIK montaż klimatyzacji Kraków do domu biura,Klimaanlagenanbieter,"Świętego Filipa 23/3, 31-150 Kraków, Polen",,"3W9R+3W Krakau, Polen","5,0",31
Went-Mat Rekuperacja,Klimaanlagenanbieter,"Tenczyn 383, 32-433 Tenczyn, Polen",,"MWMH+3J Tenczyn, Polen","5,0",16
ElektroKlima - Elektryka i klimatyzacje,Elektriker,"Droginia 336, 32-400, Polen",facebook.com,"R2V5+QR Droginia, Polen","5,0",7
Andrzej Baj-sewis chłodnictwo-klimatyzacja,Klimaanlagenanbieter,"Stare Szpaki 17, 08-205 Stare Szpaki, Polen",,"6WM3+6F Stare Szpaki, Polen",,
WROKLIM Jacek Wróblewski,Klimaanlagenanbieter,"Sportowa, 32-851 Jadowniki, Polen",,"XJ8Q+WR Jadowniki, Polen",,
"FABER Jarosław Kowalski klimatyzacja Bochnia, Kraków",Klimaanlagenanbieter,"Leśna 4, 32-708 Gawłówek, Polen",faber.malopolska.pl,"2CXX+Q2 Gawłówek, Polen","5,0",8
Wspinaczka skałkowa,Klettern,"58-260 Bielawa, Polen",osir.bielawa.pl,"MJF8+4X Bielawa, Polen","2,0",1
Biała Skałka,Klettern,"żółty szlak, 58-260 Bielawa, Polen",,"MJF8+5X Bielawa, Polen","4,5",8
Centrum Wspinaczkowe GriGri,Kletterhalle,"Władysława Grabskiego 1a, 58-260 Bielawa, Polen",grigri.pl,"MJM4+7V Bielawa, Polen","4,2",5
Ścianka wspinaczkowa,Klettern,"55-140 Żmigród, Polen",,"FWC8+4X Żmigród, Polen","5,0",2
Groto bulderownia,Kletterhalle,"Międzyleska 4, 50-514 Wrocław, Polen",groto.pl,"33HC+VF Breslau, Polen","4,9",562
Punkt wspinaczkowy,Klettern,"DW328, 59-500, Polen",,"4V2J+FG Nowa Ziemia, Polen","5,0",1
FHU Nakielny Stanisław,Heizungs- und Klimatechnikbetrieb,"Borówna, 32-724 Lipnica Murowana, Polen",,"VGM5+JV Lipnica Murowana, Polen","5,0",1
Climbing Centre Tarnogaj,Kletterhalle,"wjazd od, Nyska 59, Otmuchowska 15, 50-504 Wrocław, Polen",centrumwspinaczkowe.pl,"33P3+95 Breslau, Polen","4,7",902
ETMONT Sebastian Tobjasz,Klimaanlagenanbieter,"Nowy Wiśnicz Castle, 32-720 Nowy Wiśnicz, Polen",,"WG6J+WQ Nowy Wiśnicz, Polen","5,0",2
ISE-WENT inż.Mariusz Bała,Heizungs- und Klimatechnikbetrieb,"Wesoła 4, 32-130 Koszyce, Polen",facebook.com,"5H9G+34 Koszyce, Polen",,
EMER MATEUSZ RYCZEK,Klimaanlagenanbieter,"Smęgorzów 205, 33-202 Smęgorzów, Polen",,"6XPR+89 Smęgorzów, Polen","5,0",1
ALDIK ENERGIA RAFAŁ KNAGA FOTOWOLTAIKA POMPY CIEPŁA KLIMATYZACJE,Klimaanlagenanbieter,"Długa 22, 33-210 Olesno, Polen",,"6W2H+MJ Olesno, Polen","5,0",2
Pro Inwest. FHU. Janowski Ł.,Heizungs- und Klimatechnikbetrieb,"Ogrodowa 2, 38-300 Gorlice, Polen",,"M546+X2 Gorlice, Polen","5,0",2
AIRGREEN+,Klimaanlagenanbieter,"Grobla 40A, 33-240 Odporyszów, Polen",airgreenplus.pl,"5V6P+9H Odporyszów, Polen","5,0",1
Tadpol Tadeusz Szczepanek,Heizungs- und Klimatechnikbetrieb,"Bohaterów Bobowej 15, 38-350 Bobowa, Polen",,"PW4X+RH Bobowa, Polen","5,0",1
KLIMATYZACJA WENTYLACJA HYDRAULIKA PRZEMYSKI ROBERT PRZEMYSKI,Klimaanlagenanbieter,"Zadębie 78, 33-207 Radgoszcz, Polen",,"64FJ+HX Radgoszcz, Polen","5,0",1
KZRS,Heizungs- und Klimatechnikbetrieb,"Krakowska 28, 32-080 Kraków, Polen",kzrs.eu,"2WXV+R7 Krakau, Polen",,
Instalbud. FUH. Poplicha M.J.,Heizungs- und Klimatechnikbetrieb,"Długa 23, 33-140 Lisia Góra, Polen",,"32HX+P3 Lisia Góra, Polen",,
"Clim-Team Klimatyzacja Tarnów, Wentylacja, Usługi hydrauliczne",Heizungs- und Klimatechnikbetrieb,"Pilcza Żelichowska 73a, 33-264 Pilcza Żelichowska, Polen",facebook.com,"6V88+CP Pilcza Żelichowska, Polen","5,0",3
Klimatronik Kraków,Klimaanlagenanbieter,"Anieli Krzywoń 28, 31-464 Kraków, Polen",klimatronik-krakow.pl,"3XGG+R4 Krakau, Polen",,
Zakład Elektromechaniczny s.c.,Klimaanlagenanbieter,"Mogilska 80/Bud. Nr. 16, 31-546 Kraków, Polen",zemkrakow.pl,"3X89+MX Krakau, Polen",,
"Termo Project Montaż Klimatyzacji, Klimatyzacja",Klimaanlagenanbieter,"Krzywda 17E, 30-720 Kraków, Polen",termo-project.pl,"2XRF+4P Krakau, Polen","5,0",2
ELEKTRO-KLIM Michał Chochołowicz,Klimaanlagenanbieter,"Łowczówek 101A, 33-171 Łowczówek, Polen",facebook.com,"WXH9+WG Łowczówek, Polen","5,0",24
F.U.H. OPTY-KLIMA-EXPERT K.Bajorek,Klimaanlagenanbieter,"33-163 Rzepiennik Strzyżewski; 230, 33-163, Polen",,"RXRF+G8 Gromnik, Polen","4,2",21
"Janusz Hopek-klimatyzacja ,pompy ciepła",Klimaanlagenanbieter,"Konina 281, 34-735 Niedźwiedź, Polen",,"J47C+GP Niedźwiedź, Polen","4,8",5
FUH KOSTEX SC,Heizungs- und Klimatechnikbetrieb,"Kościuszki 47, 34-600 Limanowa, Polen",,"PC2F+PJ Limanowa, Polen","4,4",30
ACE GROUP Sp. z oo,Klimaanlagenanbieter,"Osiedle Dywizjonu 303 20/LU5, 31-872 Kraków, Polen",grupaace.pl,"32P3+P9 Krakau, Polen","5,0",1
Klimapo. Klimatyzacje,Klimaanlagenanbieter,"Marii Bobrzeckiej 5, 31-216 Kraków, Polen",,"3WPV+Q6 Krakau, Polen",,
Bróklin,Heizungs- und Klimatechnikbetrieb,"Zaryte 34, 34-700 Rabka-Zdrój, Polen",,"JXGJ+83 Rabka-Zdrój, Polen","5,0",1
KLIMOR Sp. z o.o. Kraków,Heizungs- und Klimatechnikbetrieb,"Aleja Pokoju 78, 31-564 Kraków, Polen",klimor.pl,"3295+PX Krakau, Polen",,
coldhouse.pl,Heizungs- und Klimatechnikbetrieb,"Wierzbowa 4/11, 30-300 Kraków, Polen",,"2WWJ+9G Krakau, Polen",,
LifeZone Sp. z o.o.,Klimaanlagenanbieter,"Myśliwska 68/317, 30-718 Kraków, Polen",,"2XWX+52 Krakau, Polen",,
Wko-Projekt. Kądziela J.,Heizungs- und Klimatechnikbetrieb,"34-741 Kasina Wielka, Polen",wko-projekt.pl,"M5X2+VJ Kasina Wielka, Polen","4,8",6
Norbert Maroszek PROKLIMA,Heizungs- und Klimatechnikbetrieb,"Ściborzyce 17, 32-353 Ściborzyce, Polen",proklima.com.pl,"8V2W+37 Ściborzyce, Polen",,
Termika Michał Łukasik,Klimaanlagenanbieter,"Stawowa 152b/1, 30-346 Kraków, Polen",termikakrakow.pl,"3VWQ+HR Krakau, Polen","4,8",19
Klimatyzacja Jaworzno,Klimaanlagenanbieter,"Zygmunta Mysłakowskiego 9/1, 30-136 Kraków, Polen",,"3VFV+7X Krakau, Polen","5,0",1
"Montaż, serwis, przegląd klimatyzacji",Klimaanlagenanbieter,"Jana Kilińskiego 12, 34-700 Rabka-Zdrój, Polen",sats-serwis.pl,"JW4V+H9 Rabka-Zdrój, Polen","5,0",14
Green Comfort,Klimaanlagenanbieter,"Trątnowice 6A, 32-090 Trątnowice, Polen",green-comfort.pl,"645F+G7 Trątnowice, Polen","5,0",22
Escoold,Klimaanlagenanbieter,"Paweł Sajdak, 34-602 Laskowa, Polen",,"PCVR+9V Laskowa, Polen",,
Air Technology,Heizungs- und Klimatechnikbetrieb,"Zamknięta 10, 30-554 Kraków, Polen",airtechnology.pl,"2XR6+3X Krakau, Polen","5,0",1
FUH IRONS II,Heizungs- und Klimatechnikbetrieb,"Dworcowa 9b, 30-556 Kraków, Polen",,"2XMF+CG Krakau, Polen",,
AC Comfort Klimatyzacja Wentylacja,Heizungs- und Klimatechnikbetrieb,"Gilówka 110, 34-700 Rabka-Zdrój, Polen",accomfort.pl,"JW8M+W3 Rabka-Zdrój, Polen","5,0",12
"INSTALLERS - Instalacja Klimatyzacji, Ogrzewania, Elektryki, Automatyki, Monitroingu, Wentylacji",Klimaanlagenanbieter,"Krakowska 19, 32-045 Sułoszowa, Polen",installers.pl,"7P6W+J2 Sułoszowa, Polen","5,0",5
Wod-Kan&C.O. Mateusz Bryła,Heizungs- und Klimatechnikbetrieb,"Dziewięcioły 49, 32-200 Dziewięcioły, Polen",,"75VM+RJ Dziewięcioły, Polen",,
Klimon. Myśliwiec Janiś,Klimaanlagenanbieter,"32-104 Koniusza; 57, 32-104, Polen",,"56P8+WG Koniusza, Polen","4,9",28
Baldy w parku,Klettern,"Lotnicza 37, Wrocław, Polen",,"4XJF+5F Breslau, Polen","2,8",5
Rock climbing wall,Klettern,"Promenada, Zdrojowa 17, 57-320 Polanica-Zdrój, Polen",,"CG46+78 Polanica-Zdrój, Polen","4,7",3
BB Klimatyzacja Bartłomiej Bil,Klimaanlagenanbieter,"Baranów 3, 28-530 Baranów, Polen",,"79X4+X4 Baranów, Polen","4,3",12
Amfiteatr skalny - Grota - KW Lubin,Kletterhalle,"Pohulanka, 58-540 Karpacz, Polen",wkgij.pl,"QQF5+9J Karpacz, Polen","4,5",2
Flow Climbing Space,Klettern,"Jana Długosza 46, 51-162 Wrocław, Polen",flowclimbingspace.pl,"43M7+W7 Breslau, Polen","4,9",243
Lokal 32 Boulderownia Wrocław,Kletterhalle,"Sztabowa 32, 53-321 Wrocław, Polen",lokal32.pl,"32Q6+QV Breslau, Polen","4,8",403
Fabryczna Boulder,Klettern,"Grabiszyńska 241D, 53-235 Wrocław, Polen",fabryczna-boulder.pl,"3XWJ+WX Breslau, Polen","4,8",526
Wentylacja Rekuperacja | Firma Wentylacyjno - Instalacyjna Paweł Kwiecień,Heizungs- und Klimatechnikbetrieb,"Małyszyce 40, 32-353 Małyszyce, Polen",,"8V2M+2F Małyszyce, Polen",,
"WOW Zerwa - ściana wspinaczkowa, boulderownia",Klettern,"Szczecińska 17D, 54-517 Wrocław, Polen",zerwa.pl,"4WPQ+M6 Breslau, Polen","4,8",511
Skałki Jadwigi,Klettern,"Unnamed Road,58-580, 58-580, Szklarska Poręba, Polen",,"RG6Q+2C Szklarska Poręba, Polen","4,8",5
Nowa Ziemia,Klettern,"Droga Wojewódzka 328 3 Droga Wojewódzka 328 3, Polen",,"4V2J+CG Nowa Ziemia, Polen","4,2",21
Zipserowa Czuba,Klettern,"Mysłakowice, Polen",,"VVC9+7H Mysłakowice, Polen","5,0",9
Skałki wspinaczkowe na Szczytniku,Kletterhalle,"57-330 Szczytna, Polen",wspinka.org,"CF64+9J Szczytna, Polen","4,9",11
Kanclerz,Klettern,"Siedlęcin, Polen",,"WMFR+HX Boberröhsdorf, Polen","5,0",2
Sokolik Mały,Klettern,"VV99+VW, Trzcińsko, Polen",,,,
Śmietniczek,Klettern,"Unnamed Road, 59-550 Wojcieszów, Polen",lavidaroca.pl,"XW22+63 Wojcieszów, Polen","4,4",10
Climbing wall FPINKA,Klettern,"Jana Długosza 57, 51-162 Wrocław, Polen",fpinka.pl,"43P8+7R Breslau, Polen","4,7",571
Stodoła,Klettern,"VV98+WJ, Trzcińsko, Polen",topo.portalgorski.pl,,"5,0",2
Skałka nad ogniskiem,Klettern,"VVC8+4G, Trzcińsko, Polen",,,,
Chatka,Klettern,"VV98+WJ, Trzcińsko, Polen",topo.portalgorski.pl,,"5,0",2
Ścianka wspinaczkowa,Klettern,"Unnamed Road, Wałbrzych, Polen",,"R7WH+8F Wałbrzych, Polen","4,8",6
Witelona Boulder (Stowarzyszenie ZAWISZA),Klettern,"Witelona 10, 59-220 Legnica, Polen",,"6558+JP Legnica, Polen","4,9",15
"LUMORS - Klimatyzacja, Wentylacja, Pompy Ciepła",Heizungs- und Klimatechnikbetrieb,"Krakowska 46, 33-300 Nowy Sącz, Polen",lumors.pl,"JMHJ+R2 Neu Sandez, Polen","4,6",29
Krucze Skały,Klettern,"58-540 Karpacz, Polen",karpacz.pl,"QQ98+XQ Karpacz, Polen","4,7",1.407
